#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
FUN_022095-T1_FUN_022095	FUN_004887-T1_FUN_004887	STRG0001BLW.FUN_022095-T1_FUN_022095	STRG0001BLW.FUN_004887-T1_FUN_004887	0	0	0	0	0	0	0.903	0	0.903
FUN_022095-T1_FUN_022095	FUN_007055-T1_FUN_007055	STRG0001BLW.FUN_022095-T1_FUN_022095	STRG0001BLW.FUN_007055-T1_FUN_007055	0	0	0	0	0	0	0.902	0	0.902
FUN_022095-T1_FUN_022095	FUN_008119-T1_FUN_008119	STRG0001BLW.FUN_022095-T1_FUN_022095	STRG0001BLW.FUN_008119-T1_FUN_008119	0	0	0	0	0	0	0.901	0	0.901
FUN_022095-T1_FUN_022095	FUN_018629-T1_FUN_018629	STRG0001BLW.FUN_022095-T1_FUN_022095	STRG0001BLW.FUN_018629-T1_FUN_018629	0	0	0	0	0	0	0.901	0	0.901
FUN_022095-T1_FUN_022095	FUN_022079-T1_FUN_022079	STRG0001BLW.FUN_022095-T1_FUN_022095	STRG0001BLW.FUN_022079-T1_FUN_022079	0	0	0	0	0	0	0.509	0	0.509
FUN_022095-T1_FUN_022095	FUN_029318-T1_FUN_029318	STRG0001BLW.FUN_022095-T1_FUN_022095	STRG0001BLW.FUN_029318-T1_FUN_029318	0	0	0	0	0	0	0.909	0	0.909
FUN_022095-T1_FUN_022095	FUN_029370-T1_FUN_029370	STRG0001BLW.FUN_022095-T1_FUN_022095	STRG0001BLW.FUN_029370-T1_FUN_029370	0	0	0	0	0	0	0.509	0	0.509
FUN_022095-T1_FUN_022095	FUN_035515-T1_FUN_035515	STRG0001BLW.FUN_022095-T1_FUN_022095	STRG0001BLW.FUN_035515-T1_FUN_035515	0	0	0	0	0	0	0.901	0	0.901
FUN_022095-T1_FUN_022095	FUN_044554-T1_FUN_044554	STRG0001BLW.FUN_022095-T1_FUN_022095	STRG0001BLW.FUN_044554-T1_FUN_044554	0	0	0	0	0	0	0.613	0	0.613
FUN_029318-T1_FUN_029318	FUN_000075-T1_FUN_000075	STRG0001BLW.FUN_029318-T1_FUN_029318	STRG0001BLW.FUN_000075-T1_FUN_000075	0	0	0	0	0	0.446	0.894	0	0.938
FUN_029318-T1_FUN_029318	FUN_002358-T1_FUN_002358	STRG0001BLW.FUN_029318-T1_FUN_029318	STRG0001BLW.FUN_002358-T1_FUN_002358	0	0	0	0	0	0	0.837	0	0.837
FUN_029318-T1_FUN_029318	FUN_002949-T1_FUN_002949	STRG0001BLW.FUN_029318-T1_FUN_029318	STRG0001BLW.FUN_002949-T1_FUN_002949	0	0	0	0	0	0	0.760	0	0.760
FUN_029318-T1_FUN_029318	FUN_007055-T1_FUN_007055	STRG0001BLW.FUN_029318-T1_FUN_029318	STRG0001BLW.FUN_007055-T1_FUN_007055	0	0	0	0.654	0	0	0.574	0	0.574
FUN_029318-T1_FUN_029318	FUN_008119-T1_FUN_008119	STRG0001BLW.FUN_029318-T1_FUN_029318	STRG0001BLW.FUN_008119-T1_FUN_008119	0	0	0	0.575	0	0	0.570	0	0.570
FUN_029318-T1_FUN_029318	FUN_010176-T1_FUN_010176	STRG0001BLW.FUN_029318-T1_FUN_029318	STRG0001BLW.FUN_010176-T1_FUN_010176	0	0	0	0	0	0	0.532	0	0.532
FUN_029318-T1_FUN_029318	FUN_011151-T1_FUN_011151	STRG0001BLW.FUN_029318-T1_FUN_029318	STRG0001BLW.FUN_011151-T1_FUN_011151	0	0	0	0	0	0	0.760	0	0.760
FUN_029318-T1_FUN_029318	FUN_016811-T1_FUN_016811	STRG0001BLW.FUN_029318-T1_FUN_029318	STRG0001BLW.FUN_016811-T1_FUN_016811	0	0	0	0.745	0	0	0.571	0	0.571
FUN_029318-T1_FUN_029318	FUN_018629-T1_FUN_018629	STRG0001BLW.FUN_029318-T1_FUN_029318	STRG0001BLW.FUN_018629-T1_FUN_018629	0	0	0	0.423	0	0	0.493	0	0.493
FUN_029318-T1_FUN_029318	FUN_022079-T1_FUN_022079	STRG0001BLW.FUN_029318-T1_FUN_029318	STRG0001BLW.FUN_022079-T1_FUN_022079	0	0	0	0.791	0	0	0.491	0	0.491
FUN_029318-T1_FUN_029318	FUN_022095-T1_FUN_022095	STRG0001BLW.FUN_029318-T1_FUN_029318	STRG0001BLW.FUN_022095-T1_FUN_022095	0	0	0	0	0	0	0.909	0	0.909
FUN_029318-T1_FUN_029318	FUN_029370-T1_FUN_029370	STRG0001BLW.FUN_029318-T1_FUN_029318	STRG0001BLW.FUN_029370-T1_FUN_029370	0	0	0	0.554	0	0	0.491	0	0.491
FUN_029318-T1_FUN_029318	FUN_035515-T1_FUN_035515	STRG0001BLW.FUN_029318-T1_FUN_029318	STRG0001BLW.FUN_035515-T1_FUN_035515	0	0	0	0.711	0	0	0.581	0	0.581
FUN_029318-T1_FUN_029318	FUN_040204-T1_FUN_040204	STRG0001BLW.FUN_029318-T1_FUN_029318	STRG0001BLW.FUN_040204-T1_FUN_040204	0	0	0	0	0	0	0.895	0	0.895
FUN_029318-T1_FUN_029318	FUN_044554-T1_FUN_044554	STRG0001BLW.FUN_029318-T1_FUN_029318	STRG0001BLW.FUN_044554-T1_FUN_044554	0	0	0	0	0	0	0.392	0	0.392
FUN_029370-T1_FUN_029370	FUN_000075-T1_FUN_000075	STRG0001BLW.FUN_029370-T1_FUN_029370	STRG0001BLW.FUN_000075-T1_FUN_000075	0	0	0	0	0	0	0.509	0	0.509
FUN_029370-T1_FUN_029370	FUN_002358-T1_FUN_002358	STRG0001BLW.FUN_029370-T1_FUN_029370	STRG0001BLW.FUN_002358-T1_FUN_002358	0	0	0	0	0	0	0.507	0	0.507
FUN_029370-T1_FUN_029370	FUN_002949-T1_FUN_002949	STRG0001BLW.FUN_029370-T1_FUN_029370	STRG0001BLW.FUN_002949-T1_FUN_002949	0	0	0	0	0	0	0.450	0	0.450
FUN_029370-T1_FUN_029370	FUN_007055-T1_FUN_007055	STRG0001BLW.FUN_029370-T1_FUN_029370	STRG0001BLW.FUN_007055-T1_FUN_007055	0	0	0	0.475	0	0	0.495	0	0.495
FUN_029370-T1_FUN_029370	FUN_008119-T1_FUN_008119	STRG0001BLW.FUN_029370-T1_FUN_029370	STRG0001BLW.FUN_008119-T1_FUN_008119	0	0	0	0.493	0	0	0.491	0	0.491
FUN_029370-T1_FUN_029370	FUN_010176-T1_FUN_010176	STRG0001BLW.FUN_029370-T1_FUN_029370	STRG0001BLW.FUN_010176-T1_FUN_010176	0	0	0	0	0	0	0.504	0	0.504
FUN_029370-T1_FUN_029370	FUN_011151-T1_FUN_011151	STRG0001BLW.FUN_029370-T1_FUN_029370	STRG0001BLW.FUN_011151-T1_FUN_011151	0	0	0	0	0	0	0.450	0	0.450
FUN_029370-T1_FUN_029370	FUN_016811-T1_FUN_016811	STRG0001BLW.FUN_029370-T1_FUN_029370	STRG0001BLW.FUN_016811-T1_FUN_016811	0	0	0	0.554	0	0	0.475	0	0.475
FUN_029370-T1_FUN_029370	FUN_018629-T1_FUN_018629	STRG0001BLW.FUN_029370-T1_FUN_029370	STRG0001BLW.FUN_018629-T1_FUN_018629	0	0	0	0	0	0	0.395	0	0.394
FUN_029370-T1_FUN_029370	FUN_022095-T1_FUN_022095	STRG0001BLW.FUN_029370-T1_FUN_029370	STRG0001BLW.FUN_022095-T1_FUN_022095	0	0	0	0	0	0	0.509	0	0.509
FUN_029370-T1_FUN_029370	FUN_029318-T1_FUN_029318	STRG0001BLW.FUN_029370-T1_FUN_029370	STRG0001BLW.FUN_029318-T1_FUN_029318	0	0	0	0.554	0	0	0.491	0	0.491
FUN_029370-T1_FUN_029370	FUN_035515-T1_FUN_035515	STRG0001BLW.FUN_029370-T1_FUN_029370	STRG0001BLW.FUN_035515-T1_FUN_035515	0	0	0	0.654	0	0	0.580	0	0.580
FUN_029370-T1_FUN_029370	FUN_040204-T1_FUN_040204	STRG0001BLW.FUN_029370-T1_FUN_029370	STRG0001BLW.FUN_040204-T1_FUN_040204	0	0	0	0	0	0.245	0.508	0	0.612
FUN_029370-T1_FUN_029370	FUN_044554-T1_FUN_044554	STRG0001BLW.FUN_029370-T1_FUN_029370	STRG0001BLW.FUN_044554-T1_FUN_044554	0	0	0	0	0	0	0.289	0	0.288
FUN_035515-T1_FUN_035515	FUN_000075-T1_FUN_000075	STRG0001BLW.FUN_035515-T1_FUN_035515	STRG0001BLW.FUN_000075-T1_FUN_000075	0	0	0	0	0	0	0.900	0	0.900
FUN_035515-T1_FUN_035515	FUN_002358-T1_FUN_002358	STRG0001BLW.FUN_035515-T1_FUN_035515	STRG0001BLW.FUN_002358-T1_FUN_002358	0	0	0	0	0	0	0.844	0	0.844
FUN_035515-T1_FUN_035515	FUN_002949-T1_FUN_002949	STRG0001BLW.FUN_035515-T1_FUN_035515	STRG0001BLW.FUN_002949-T1_FUN_002949	0	0	0	0	0	0	0.760	0	0.760
FUN_035515-T1_FUN_035515	FUN_007055-T1_FUN_007055	STRG0001BLW.FUN_035515-T1_FUN_035515	STRG0001BLW.FUN_007055-T1_FUN_007055	0	0	0	0.678	0	0	0.814	0	0.814
FUN_035515-T1_FUN_035515	FUN_008119-T1_FUN_008119	STRG0001BLW.FUN_035515-T1_FUN_035515	STRG0001BLW.FUN_008119-T1_FUN_008119	0	0	0	0.667	0	0	0.812	0	0.812
FUN_035515-T1_FUN_035515	FUN_010176-T1_FUN_010176	STRG0001BLW.FUN_035515-T1_FUN_035515	STRG0001BLW.FUN_010176-T1_FUN_010176	0	0	0	0	0	0	0.830	0	0.830
FUN_035515-T1_FUN_035515	FUN_011151-T1_FUN_011151	STRG0001BLW.FUN_035515-T1_FUN_035515	STRG0001BLW.FUN_011151-T1_FUN_011151	0	0	0	0	0	0	0.760	0	0.760
FUN_035515-T1_FUN_035515	FUN_016811-T1_FUN_016811	STRG0001BLW.FUN_035515-T1_FUN_035515	STRG0001BLW.FUN_016811-T1_FUN_016811	0	0	0	0.750	0	0	0.812	0	0.812
FUN_035515-T1_FUN_035515	FUN_018629-T1_FUN_018629	STRG0001BLW.FUN_035515-T1_FUN_035515	STRG0001BLW.FUN_018629-T1_FUN_018629	0	0	0	0.435	0	0	0.729	0	0.729
FUN_035515-T1_FUN_035515	FUN_022079-T1_FUN_022079	STRG0001BLW.FUN_035515-T1_FUN_035515	STRG0001BLW.FUN_022079-T1_FUN_022079	0	0	0	0.834	0	0	0.580	0	0.580
FUN_035515-T1_FUN_035515	FUN_022095-T1_FUN_022095	STRG0001BLW.FUN_035515-T1_FUN_035515	STRG0001BLW.FUN_022095-T1_FUN_022095	0	0	0	0	0	0	0.901	0	0.901
FUN_035515-T1_FUN_035515	FUN_029318-T1_FUN_029318	STRG0001BLW.FUN_035515-T1_FUN_035515	STRG0001BLW.FUN_029318-T1_FUN_029318	0	0	0	0.711	0	0	0.581	0	0.581
FUN_035515-T1_FUN_035515	FUN_029370-T1_FUN_029370	STRG0001BLW.FUN_035515-T1_FUN_035515	STRG0001BLW.FUN_029370-T1_FUN_029370	0	0	0	0.654	0	0	0.580	0	0.580
FUN_035515-T1_FUN_035515	FUN_036891-T1_FUN_036891	STRG0001BLW.FUN_035515-T1_FUN_035515	STRG0001BLW.FUN_036891-T1_FUN_036891	0	0	0	0	0	0	0.572	0	0.572
FUN_035515-T1_FUN_035515	FUN_040204-T1_FUN_040204	STRG0001BLW.FUN_035515-T1_FUN_035515	STRG0001BLW.FUN_040204-T1_FUN_040204	0	0	0	0	0	0.446	0.895	0	0.939
FUN_035515-T1_FUN_035515	FUN_044554-T1_FUN_044554	STRG0001BLW.FUN_035515-T1_FUN_035515	STRG0001BLW.FUN_044554-T1_FUN_044554	0	0	0	0	0	0	0.389	0	0.388
FUN_036891-T1_FUN_036891	FUN_007055-T1_FUN_007055	STRG0001BLW.FUN_036891-T1_FUN_036891	STRG0001BLW.FUN_007055-T1_FUN_007055	0	0	0	0	0	0	0.569	0	0.569
FUN_036891-T1_FUN_036891	FUN_035515-T1_FUN_035515	STRG0001BLW.FUN_036891-T1_FUN_036891	STRG0001BLW.FUN_035515-T1_FUN_035515	0	0	0	0	0	0	0.572	0	0.572
FUN_036891-T1_FUN_036891	FUN_044554-T1_FUN_044554	STRG0001BLW.FUN_036891-T1_FUN_036891	STRG0001BLW.FUN_044554-T1_FUN_044554	0	0	0	0	0	0	0.311	0	0.311
FUN_040204-T1_FUN_040204	FUN_000075-T1_FUN_000075	STRG0001BLW.FUN_040204-T1_FUN_040204	STRG0001BLW.FUN_000075-T1_FUN_000075	0	0	0	0	0	0	0.879	0	0.879
FUN_040204-T1_FUN_040204	FUN_002358-T1_FUN_002358	STRG0001BLW.FUN_040204-T1_FUN_040204	STRG0001BLW.FUN_002358-T1_FUN_002358	0	0	0	0	0	0	0.688	0	0.688
FUN_040204-T1_FUN_040204	FUN_002949-T1_FUN_002949	STRG0001BLW.FUN_040204-T1_FUN_040204	STRG0001BLW.FUN_002949-T1_FUN_002949	0	0	0	0	0	0	0.508	0	0.508
FUN_040204-T1_FUN_040204	FUN_004887-T1_FUN_004887	STRG0001BLW.FUN_040204-T1_FUN_040204	STRG0001BLW.FUN_004887-T1_FUN_004887	0	0	0	0	0	0	0.885	0	0.885
FUN_040204-T1_FUN_040204	FUN_007055-T1_FUN_007055	STRG0001BLW.FUN_040204-T1_FUN_040204	STRG0001BLW.FUN_007055-T1_FUN_007055	0	0	0	0	0	0.446	0.886	0	0.934
FUN_040204-T1_FUN_040204	FUN_008119-T1_FUN_008119	STRG0001BLW.FUN_040204-T1_FUN_040204	STRG0001BLW.FUN_008119-T1_FUN_008119	0	0	0	0	0	0	0.887	0	0.887
FUN_040204-T1_FUN_040204	FUN_010176-T1_FUN_010176	STRG0001BLW.FUN_040204-T1_FUN_040204	STRG0001BLW.FUN_010176-T1_FUN_010176	0	0	0	0	0	0	0.413	0	0.412
FUN_040204-T1_FUN_040204	FUN_011151-T1_FUN_011151	STRG0001BLW.FUN_040204-T1_FUN_040204	STRG0001BLW.FUN_011151-T1_FUN_011151	0	0	0	0	0	0	0.508	0	0.508
FUN_040204-T1_FUN_040204	FUN_018629-T1_FUN_018629	STRG0001BLW.FUN_040204-T1_FUN_040204	STRG0001BLW.FUN_018629-T1_FUN_018629	0	0	0	0	0	0.448	0.894	0	0.938
FUN_040204-T1_FUN_040204	FUN_022079-T1_FUN_022079	STRG0001BLW.FUN_040204-T1_FUN_040204	STRG0001BLW.FUN_022079-T1_FUN_022079	0	0	0	0	0	0.245	0.508	0	0.612
FUN_040204-T1_FUN_040204	FUN_029318-T1_FUN_029318	STRG0001BLW.FUN_040204-T1_FUN_040204	STRG0001BLW.FUN_029318-T1_FUN_029318	0	0	0	0	0	0	0.895	0	0.895
FUN_040204-T1_FUN_040204	FUN_029370-T1_FUN_029370	STRG0001BLW.FUN_040204-T1_FUN_040204	STRG0001BLW.FUN_029370-T1_FUN_029370	0	0	0	0	0	0.245	0.508	0	0.612
FUN_040204-T1_FUN_040204	FUN_035515-T1_FUN_035515	STRG0001BLW.FUN_040204-T1_FUN_040204	STRG0001BLW.FUN_035515-T1_FUN_035515	0	0	0	0	0	0.446	0.895	0	0.939
FUN_040204-T1_FUN_040204	FUN_044554-T1_FUN_044554	STRG0001BLW.FUN_040204-T1_FUN_040204	STRG0001BLW.FUN_044554-T1_FUN_044554	0	0	0	0	0	0	0.609	0	0.609
FUN_044554-T1_FUN_044554	FUN_000075-T1_FUN_000075	STRG0001BLW.FUN_044554-T1_FUN_044554	STRG0001BLW.FUN_000075-T1_FUN_000075	0	0	0	0	0	0	0.611	0	0.611
FUN_044554-T1_FUN_044554	FUN_002358-T1_FUN_002358	STRG0001BLW.FUN_044554-T1_FUN_044554	STRG0001BLW.FUN_002358-T1_FUN_002358	0	0	0	0	0	0	0.552	0	0.552
FUN_044554-T1_FUN_044554	FUN_002949-T1_FUN_002949	STRG0001BLW.FUN_044554-T1_FUN_044554	STRG0001BLW.FUN_002949-T1_FUN_002949	0	0	0	0	0	0	0.376	0	0.376
FUN_044554-T1_FUN_044554	FUN_004887-T1_FUN_004887	STRG0001BLW.FUN_044554-T1_FUN_044554	STRG0001BLW.FUN_004887-T1_FUN_004887	0	0	0	0.758	0	0	0.389	0	0.388
FUN_044554-T1_FUN_044554	FUN_007055-T1_FUN_007055	STRG0001BLW.FUN_044554-T1_FUN_044554	STRG0001BLW.FUN_007055-T1_FUN_007055	0	0	0	0	0	0	0.389	0	0.388
FUN_044554-T1_FUN_044554	FUN_008119-T1_FUN_008119	STRG0001BLW.FUN_044554-T1_FUN_044554	STRG0001BLW.FUN_008119-T1_FUN_008119	0	0	0	0	0	0	0.389	0	0.388
FUN_044554-T1_FUN_044554	FUN_010176-T1_FUN_010176	STRG0001BLW.FUN_044554-T1_FUN_044554	STRG0001BLW.FUN_010176-T1_FUN_010176	0	0	0	0	0	0	0.547	0	0.547
FUN_044554-T1_FUN_044554	FUN_011151-T1_FUN_011151	STRG0001BLW.FUN_044554-T1_FUN_044554	STRG0001BLW.FUN_011151-T1_FUN_011151	0	0	0	0	0	0	0.376	0	0.376
FUN_044554-T1_FUN_044554	FUN_016811-T1_FUN_016811	STRG0001BLW.FUN_044554-T1_FUN_044554	STRG0001BLW.FUN_016811-T1_FUN_016811	0	0	0	0	0	0	0.612	0	0.612
FUN_044554-T1_FUN_044554	FUN_018629-T1_FUN_018629	STRG0001BLW.FUN_044554-T1_FUN_044554	STRG0001BLW.FUN_018629-T1_FUN_018629	0	0	0	0	0	0	0.389	0	0.388
FUN_044554-T1_FUN_044554	FUN_022079-T1_FUN_022079	STRG0001BLW.FUN_044554-T1_FUN_044554	STRG0001BLW.FUN_022079-T1_FUN_022079	0	0	0	0	0	0	0.289	0	0.288
FUN_044554-T1_FUN_044554	FUN_022095-T1_FUN_022095	STRG0001BLW.FUN_044554-T1_FUN_044554	STRG0001BLW.FUN_022095-T1_FUN_022095	0	0	0	0	0	0	0.613	0	0.613
FUN_044554-T1_FUN_044554	FUN_029318-T1_FUN_029318	STRG0001BLW.FUN_044554-T1_FUN_044554	STRG0001BLW.FUN_029318-T1_FUN_029318	0	0	0	0	0	0	0.392	0	0.392
FUN_044554-T1_FUN_044554	FUN_029370-T1_FUN_029370	STRG0001BLW.FUN_044554-T1_FUN_044554	STRG0001BLW.FUN_029370-T1_FUN_029370	0	0	0	0	0	0	0.289	0	0.288
FUN_044554-T1_FUN_044554	FUN_035515-T1_FUN_035515	STRG0001BLW.FUN_044554-T1_FUN_044554	STRG0001BLW.FUN_035515-T1_FUN_035515	0	0	0	0	0	0	0.389	0	0.388
FUN_044554-T1_FUN_044554	FUN_036891-T1_FUN_036891	STRG0001BLW.FUN_044554-T1_FUN_044554	STRG0001BLW.FUN_036891-T1_FUN_036891	0	0	0	0	0	0	0.311	0	0.311
FUN_044554-T1_FUN_044554	FUN_040204-T1_FUN_040204	STRG0001BLW.FUN_044554-T1_FUN_044554	STRG0001BLW.FUN_040204-T1_FUN_040204	0	0	0	0	0	0	0.609	0	0.609
